source	name	host	bias	factuality	country	detail
prophecynewswatch.com	prophecy news watch	https://www.prophecynewswatch.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/prophecy-news-watch/
prophecytoday.com	prophecy today	https://www.prophecytoday.com	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/prophecy-today/
propublica.org	propublica	https://www.propublica.org	left-center	high	united states	https://mediabiasfactcheck.com/propublica/
prospectmagazine.co.uk	prospect magazine	https://www.prospectmagazine.co.uk	left-center	high	united kingdom	https://mediabiasfactcheck.com/prospect-magazine/
protothema.gr	proto thema	https://protothema.gr	questionable sources	mixed	greece	https://mediabiasfactcheck.com/proto-thema/
conservativesus.party	proud conservative	https://conservativesus.party	right	mixed	unknown or invalid region	https://mediabiasfactcheck.com/proud-conservatives/
proudemocrat.com	proud democrat	https://proudemocrat.com	left	mixed	unknown or invalid region	https://mediabiasfactcheck.com/proud-democrat/
proudleader.com	proud leader	https://proudleader.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/proud-leader/
providencejournal.com	providence journal	https://providencejournal.com	left-center	high	united states	https://mediabiasfactcheck.com/the-providence-journal/
psychcentral.com	psych central	https://psychcentral.com	pro-science	high	united states	https://mediabiasfactcheck.com/psych-central/
psychologytoday.com	psychology today	https://www.psychologytoday.com	pro-science	high	united states	https://mediabiasfactcheck.com/psychology-today/
psypost.org	psypost	https://www.psypost.org	pro-science	very high	united states	https://mediabiasfactcheck.com/psypost/
citizen.org	public citizen	https://www.citizen.org	left-center	high	united states	https://mediabiasfactcheck.com/public-citizen/
publicinterestlegal.org	public interest legal foundation	https://publicinterestlegal.org	right	mixed	united states	https://mediabiasfactcheck.com/public-interest-legal-foundation/
plos.org	public library of science	https://www.plos.org	pro-science	high	united states	https://mediabiasfactcheck.com/public-library-science-plos/
publicpolicypolling.com	public policy polling	https://www.publicpolicypolling.com	least biased	high	united states	https://mediabiasfactcheck.com/public-policy-polling-ppp/
prri.org	public religion research institute	https://www.prri.org	least biased	very high	united states	https://mediabiasfactcheck.com/public-religion-research-institute-prri/
ncbi.nlm.nih.gov	pubmed	https://www.ncbi.nlm.nih.gov	pro-science	very high	united states	https://mediabiasfactcheck.com/pubmed/
punchingbagpost.com	punching bag post	https://punchingbagpost.com	right-center	high	united states	https://mediabiasfactcheck.com/punchingbag-post/
puppetstringnews.com	puppet string news	https://www.puppetstringnews.com	questionable sources	low	united states	https://mediabiasfactcheck.com/puppet-string-news/
putintrump.org	putintrump.org	https://putintrump.org	left	high	united states	https://mediabiasfactcheck.com/putintrump-org/
qanon.pub	qanon.pub	https://qanon.pub	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/qanon-pub/
redrocktribune.com	qpolitical	https://www.redrocktribune.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/red-rock-daily-news/
quackwatch.org	quackwatch	https://www.quackwatch.org	pro-science	high	united states	https://mediabiasfactcheck.com/quackwatch/
qctimes.com	quad city times	https://qctimes.com	least biased	high	united states	https://mediabiasfactcheck.com/quad-city-times/
quadrant.org.au	quadrant magazine	https://quadrant.org.au	right	mixed	united states	https://mediabiasfactcheck.com/quadrant-magazine/
quantamagazine.org	quanta magazine	https://www.quantamagazine.org	pro-science	very high	united states	https://mediabiasfactcheck.com/quanta-magazine/
qz.com	quartz	https://qz.com	left-center	high	united states	https://mediabiasfactcheck.com/quartz/
queerty.com	queerty	https://www.queerty.com	left	high	united states	https://mediabiasfactcheck.com/queerty/
quillette.com	quillette	https://quillette.com	questionable sources	mixed	australia	https://mediabiasfactcheck.com/quillette/
rstreet.org	r street institute	https://www.rstreet.org	right-center	high	united states	https://mediabiasfactcheck.com/r-street-institute/
rabble.ca	rabble.ca	https://rabble.ca	left	high	canada	https://mediabiasfactcheck.com/rabble-ca/
rfa.org	radio free asia	https://www.rfa.org	left-center	high	united states	https://mediabiasfactcheck.com/radio-free-asia/
rferl.org	radio free europe / radio liberty	https://www.rferl.org	least biased	mostly factual	united states	https://mediabiasfactcheck.com/radio-free-europe-radio-liberty/
newsobserver.com	raleigh news & observer	https://www.newsobserver.com	left-center	high	united states	https://mediabiasfactcheck.com/raleigh-news-observer/
rand.org	rand corporation	https://www.rand.org	least biased	high	united states	https://mediabiasfactcheck.com/rand-corporation/
rantt.com	rantt media	https://rantt.com	left	high	united states	https://mediabiasfactcheck.com/rantt-media/
rapidcityjournal.com	rapid city journal	https://rapidcityjournal.com	least biased	high	united states	https://mediabiasfactcheck.com/rapid-city-journal/
rappler.com	rappler	https://www.rappler.com	left	mixed	philippines	https://mediabiasfactcheck.com/rappler/
rapturenewsnetwork.com	rapture news network	https://www.rapturenewsnetwork.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/rapture-news-network/
rasmussenreports.com	rasmussen reports	https://www.rasmussenreports.com	right-center	high	united states	https://mediabiasfactcheck.com/rasmussen-reports/
rationalwiki.org	rationalwiki	https://rationalwiki.org	left-center	high	united states	https://mediabiasfactcheck.com/rationalwiki/
rawconservativeopinions.com	raw conservative opinions	https://rawconservativeopinions.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/raw-conservative-opinions/
rawprogressive.com	raw progressive	https://rawprogressive.com	left	mixed	united states	https://mediabiasfactcheck.com/raw-progressive/
rawstory.com	raw story	https://rawstory.com	left	mixed	united states	https://mediabiasfactcheck.com/raw-story/
react365.com	react365	https://react365.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/react-365/
readconservatives.news	read conservatives	https://readconservatives.news	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/read-conservatives/
readersupportednews.org	reader supported news (rsn)	https://readersupportednews.org	left	mixed	united states	https://mediabiasfactcheck.com/reader-supported-news-rsn/
rd.com	reader's digest	https://www.rd.com	right	mixed	united states	https://mediabiasfactcheck.com/readers-digest/
readingthepictures.org	reading the pictures	https://www.readingthepictures.org	left	high	united states	https://mediabiasfactcheck.com/reading-the-pictures/
ips.org	reagan battalion	https://www.ips.org	right-center	mixed	united states	https://mediabiasfactcheck.com/inter-press-service-ips/
reagancoalition.com	reagan coalition	https://reagancoalition.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/reagan-coalition/
reaganwasright.com	reagan was right	https://reaganwasright.com	satire		unknown or invalid region	https://mediabiasfactcheck.com/reagan-was-right/
realcleardefense.com	real clear defense	https://www.realcleardefense.com	right-center	mostly factual	united states	https://mediabiasfactcheck.com/real-clear-defense/
realclearinvestigations.com	real clear investigations	https://www.realclearinvestigations.com	right-center	mostly factual	united states	https://mediabiasfactcheck.com/real-clear-investigations/
realclearpolicy.com	real clear policy	https://www.realclearpolicy.com	right-center	high	united states	https://mediabiasfactcheck.com/real-clear-policy/
realclearpolitics.com	real clear politics	https://www.realclearpolitics.com	right-center	mostly factual	united states	https://mediabiasfactcheck.com/real-clear-politics/
realclearscience.com	real clear science	https://www.realclearscience.com	pro-science	high	united states	https://mediabiasfactcheck.com/real-clear-science/
realclimatescience.com	real climate science	https://realclimatescience.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/real-climate-science/
realjewnews.com	real jew news	https://realjewnews.com	conspiracy-pseudoscience	low	unknown or invalid region	https://mediabiasfactcheck.com/real-jew-news/
realnews24.com	real news 24	https://www.realnews24.com	conspiracy-pseudoscience	low	unknown or invalid region	https://mediabiasfactcheck.com/real-news-24/
therealnews.com	real news network	https://therealnews.com	left	high	united states	https://mediabiasfactcheck.com/real-news-network/
realnewsrightnow.com	real news right now	https://realnewsrightnow.com	satire		united states	https://mediabiasfactcheck.com/real-news-right-now/
realtimepolitics.com	real time politics	https://realtimepolitics.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/real-time-politics/
realclearreligion.org	realclearreligion	https://www.realclearreligion.org	right-center	mostly factual	united states	https://mediabiasfactcheck.com/realclearreligion/
realclimate.org	realclimate	https://www.realclimate.org	pro-science	very high	united states	https://mediabiasfactcheck.com/realclimate/
realfarmacy.com	realfarmacy	https://www.realfarmacy.com	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/realfarmacy/
realmofhistory.com	realm of history	https://www.realmofhistory.com	pro-science	high	united states	https://mediabiasfactcheck.com/realm-of-history/
reason.com	reason	https://reason.com	right-center	high	united states	https://mediabiasfactcheck.com/reason/
rebelnews.com	rebel news	https://rebelnews.com	right	mixed	canada	https://mediabiasfactcheck.com/the-rebel/
recode.net	recode	https://www.recode.net	least biased	high	united states	https://mediabiasfactcheck.com/recode/
redalertpolitics.com	red alert politics	https://redalertpolitics.com	right	mixed	united states	https://mediabiasfactcheck.com/red-alert-politics/
redbluedivide.com	red blue divide	https://redbluedivide.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/red-blue-divide/
redcountry.us	red country - conservative news	https://www.redcountry.us	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/red-country-conservative-news/
redflagnews.com	red flag news	https://www.redflagnews.com	right	mixed	unknown or invalid region	https://mediabiasfactcheck.com/red-flag-news/
redice.tv	red ice tv	https://redice.tv	questionable sources	low	sweden	https://mediabiasfactcheck.com/red-ice-tv/
redinfo.us	red info	https://www.redinfo.us	questionable sources	very low	macedonia	https://mediabiasfactcheck.com/red-info/
redorbit.com	red orbit	https://www.redorbit.com	pro-science	high		https://mediabiasfactcheck.com/redorbit/
redpeople.us	red people	https://www.redpeople.us	questionable sources	very low	macedonia	https://mediabiasfactcheck.com/red-people/
redpepper.org.uk	red pepper	https://www.redpepper.org.uk	left	high	united kingdom	https://mediabiasfactcheck.com/red-pepper/
redpolitics.us	red politics	https://www.redpolitics.us	questionable sources	low	united states	https://mediabiasfactcheck.com/red-politics/
valleynewslive.com	red river valley news	https://www.valleynewslive.com	right-center	high	united states	https://mediabiasfactcheck.com/red-river-valley-news/
redrocktribune.com	red rock daily news	https://redrocktribune.com	questionable sources	low	united states	https://mediabiasfactcheck.com/right-side-news/
rrtribune.com	red rock tribune	https://rrtribune.com	questionable sources	low	united states	https://mediabiasfactcheck.com/red-rock-tribune/
redstatedisaster.com	red state disaster	https://redstatedisaster.com	left	high	united states	https://mediabiasfactcheck.com/red-state-disaster/
redstatejournalist.com	red state journalist	https://redstatejournalist.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/red-state-journalist/
redstatepundit.com	red state pundit	https://www.redstatepundit.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/red-state-pundit/
redstatewatcher.com	red state watcher	https://redstatewatcher.com	questionable sources	low		https://mediabiasfactcheck.com/red-state-watcher/
redyouth.org	red youth	https://redyouth.org	left	mixed	united kingdom	https://mediabiasfactcheck.com/red-youth/
redwhiteandright.com	red, white and right	https://redwhiteandright.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/red-white-and-right/
redoubtnews.com	redoubt news	https://redoubtnews.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/redoubt-news/
redstatewave.com	redstatewave	https://redstatewave.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/redstatewave/
reductress.com	reductress	https://reductress.com	satire			https://mediabiasfactcheck.com/reductress/
reedcooper.net	reed cooper news	https://https://www.reedcooper.net	questionable sources	low	united states	https://mediabiasfactcheck.com/reed-cooper-news/
refinery29.com	refinery29	https://refinery29.com	left	mostly factual	united states	https://mediabiasfactcheck.com/refinery29/
reflectionofmind.org	reflection of mind	https://reflectionofmind.org	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/reflection-of-mind/
regated.com	regated news	https://regated.com	right	mixed	united states	https://mediabiasfactcheck.com/regated-news/
leaderpost.com	regina leader-post	https://leaderpost.com	right-center	high	canada	https://mediabiasfactcheck.com/regina-leader-post/
cato.org/regulation	regulation magazine	https://cato.org/regulation	right-center	high	united states	https://mediabiasfactcheck.com/regulation-magazine/
relevantmagazine.com	relevant magazine	https://relevantmagazine.com	least biased	high		https://mediabiasfactcheck.com/relevant-magazine/
religionmind.com	religion mind	https://www.religionmind.com	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/religion-mind/
religionnews.com	religion news service	https://religionnews.com	left-center	high		https://mediabiasfactcheck.com/religion-news-service-rns/
remingtonresearchgroup.com	remington research group	https://remingtonresearchgroup.com	right-center	high		https://mediabiasfactcheck.com/remington-research-group/
renewamerica.com	renew america	https://www.renewamerica.com	questionable sources	low	united states	https://mediabiasfactcheck.com/renew-america/
renewedright.com	renewedright.com	https://renewedright.com	right	mixed		https://mediabiasfactcheck.com/renewedright-com/
rgj.com	reno gazette journal	https://https://www.rgj.com	left-center	high	united states	https://mediabiasfactcheck.com/reno-journal-gazette-left-center-bias-credible/
rense.com	rense	https://rense.com	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/rense/
rsf.org	reporter without borders	https://rsf.org	least biased	high		https://mediabiasfactcheck.com/reporters-without-borders/
reporterslab.org	reporters lab	https://reporterslab.org	least biased	very high		https://mediabiasfactcheck.com/reporters-lab/
represent.us	represent.us	https://represent.us	least biased	high	united states	https://mediabiasfactcheck.com/represent-us/
republicreport.org	republic report	https://www.republicreport.org	left	high		https://mediabiasfactcheck.com/republic-report/
republicworld.com	republic world	https://www.republicworld.com	right-center	mixed		https://mediabiasfactcheck.com/republic-world/
gop.com	republican national committee (rnc)	https://gop.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/gop-com/
republicanssucks.org	republicans suck	https://republicanssucks.org	left	high		https://mediabiasfactcheck.com/republicans-suck/
researchgate.net	researchgate	https://www.researchgate.net	pro-science	high		https://mediabiasfactcheck.com/researchgate/
resilience.org	resilience (post carbon institute)	https://www.resilience.org	left	mixed		https://mediabiasfactcheck.com/resilience-post-carbon-institute/
resistancemedia.org	resistance media	https://www.resistancemedia.org	right	mixed		https://mediabiasfactcheck.com/resistance-media/
resourcewatch.org	resource watch	https://resourcewatch.org	pro-science	high		https://mediabiasfactcheck.com/resource-watch/
restoreamericanglory.com	restore american glory	https://www.restoreamericanglory.com	right	high		https://mediabiasfactcheck.com/restore-american-glory/
retractionwatch.com	retraction watch	https://retractionwatch.com	pro-science	high	united states	https://mediabiasfactcheck.com/retraction-watch/
returnofkings.com	return of kings	https://www.returnofkings.com	questionable sources	low		https://mediabiasfactcheck.com/return-of-kings/
returntonow.net	return to now	https://returntonow.net	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/return-to-now/
reuters.com	reuters	https://www.reuters.com	least biased	very high	united kingdom	https://mediabiasfactcheck.com/reuters/
revcom.us	revcom.us	https://revcom.us	left	mixed		https://mediabiasfactcheck.com/revcom-us/
revealnews.org	reveal - center for investigative reporting	https://www.revealnews.org	left-center	high	united states	https://mediabiasfactcheck.com/reveal-center-for-investigative-reporting/
reverbpress.news	reverb press	https://reverbpress.news	left	mixed	united states	https://mediabiasfactcheck.com/reverb-press/
revolution-news.com	revolution news	https://revolution-news.com	left	high	unknown or invalid region	https://mediabiasfactcheck.com/revolution-news/
revolutionradio.org	revolution radio	https://revolutionradio.org	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/revolution-radio/
rewire.news	rewire.news	https://rewire.news	left	high	united states	https://mediabiasfactcheck.com/rewire/
rfi.fr	rfi - radio france interntionale	https://rfi.fr	least biased	mostly factual	france	https://mediabiasfactcheck.com/rfi-radio-france-internationale/
richmond.com	richmond times-dispatch	https://richmond.com	right-center	high	united states	https://mediabiasfactcheck.com/richmond-times-dispatch/
ricochet.com	richochet	https://ricochet.com	right	mixed		https://mediabiasfactcheck.com/richochet/
rightandfree.com	right & free	https://rightandfree.com	right	mixed	united states	https://mediabiasfactcheck.com/right-free/
rightalerts.com	right alerts	https://rightalerts.com	questionable sources	low		https://mediabiasfactcheck.com/right-alerts/
rightwingnews.com	right side news	https://rightwingnews.com	questionable sources	low		https://mediabiasfactcheck.com/right-wing-news/
rightsmarts.com	right smarts	https://rightsmarts.com	questionable sources	mixed		https://mediabiasfactcheck.com/right-smarts/
rightweb.irc-online.org	right web	https://rightweb.irc-online.org	left-center	high		https://mediabiasfactcheck.com/right-web/
southjerseymechanic.com	right wing news	https://southjerseymechanic.com	questionable sources	low	united states	https://mediabiasfactcheck.com/south-jersey-mechanic-trump-news/
rightwing.news	right wing news (rightwing.news)	https://rightwing.news	questionable sources	low		https://mediabiasfactcheck.com/right-wing-news-rightwing-news/
rightwingtribune.com	right wing tribune	https://rightwingtribune.com	questionable sources	low	united states	https://mediabiasfactcheck.com/right-wing-tribune/
rightwingwatch.org	right wing watch	https://www.rightwingwatch.org	left	high	united states	https://mediabiasfactcheck.com/right-wing-watch/
righterway.com	righter way	https://righterway.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/righter-way/
rinf.com	rinf	https://rinf.com	questionable sources	low		https://mediabiasfactcheck.com/rinf/
trofire.com	ring of fire	https://trofire.com	left	high	united states	https://mediabiasfactcheck.com/ring-of-fire/
riverdalepress.com	riverdale press	https://riverdalepress.com	least biased	high	united states	https://mediabiasfactcheck.com/riverdale-press/
rockcitytimes.com	rock city times	https://www.rockcitytimes.com	satire			https://mediabiasfactcheck.com/rock-city-times/
heraldonline.com	rock hill herald	https://heraldonline.com	left-center	high	united states	https://mediabiasfactcheck.com/rock-hill-herald/
rocketnews.com	rocketnews	https://rocketnews.com	left-center	mixed	united states	https://mediabiasfactcheck.com/rocketnews/
rollcall.com	roll call	https://www.rollcall.com	least biased	very high	united states	https://mediabiasfactcheck.com/roll-call/
rollingstone.com	rolling stone	https://www.rollingstone.com	left	high	united states	https://mediabiasfactcheck.com/rolling-stone/
ronpaullibertyreport.com	ron paul liberty report	https://www.ronpaullibertyreport.com	right	mixed	united states	https://mediabiasfactcheck.com/ron-paul-liberty-report/
rooseveltinstitute.org	roosevelt institute	https://rooseveltinstitute.org	left-center	high	united states	https://mediabiasfactcheck.com/roosevelt-institute/
rt.com	rt news	https://www.rt.com	questionable sources	very low	russia	https://mediabiasfactcheck.com/rt-news/
rte.ie	rte (radio television of ireland)	https://www.rte.ie	least biased	high	ireland	https://mediabiasfactcheck.com/rte-radio-television-ireland/
rudaw.net	rudaw	https://rudaw.net	questionable sources	mixed	iraq	https://mediabiasfactcheck.com/rudaw/
ruptly.tv	ruptly	https://ruptly.tv	questionable sources	mixed	russia	https://mediabiasfactcheck.com/ruptly/
rushlimbaugh.com	rushlimbaugh.com	https://rushlimbaugh.com	questionable sources	low	united states	https://mediabiasfactcheck.com/rushlimbaugh-com/
russia-insider.com	russia insider	https://russia-insider.com	questionable sources	low	russia	https://mediabiasfactcheck.com/russia-insider/
russialies.com	russian media monitor	https://www.russialies.com	least biased	high	united states	https://mediabiasfactcheck.com/russian-media-monitor/
tass.com	russian news agency-tass	https://tass.com	questionable sources	mixed	russia	https://mediabiasfactcheck.com/russian-news-agency-tass/
ruthinstitute.org	ruth institute	https://www.ruthinstitute.org	questionable sources	mixed	united states	https://mediabiasfactcheck.com/ruth-institute/
dailysabah.com	sabah	https://www.dailysabah.com	right	mixed	turkey	https://mediabiasfactcheck.com/daily-sabah/
sacbee.com	sacramento bee	https://www.sacbee.com	left-center	high	united states	https://mediabiasfactcheck.com/sacramento-bee/
srnnews.com	salem radio network news	https://www.srnnews.com	right-center	high	united states	https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/
salon.com	salon	https://www.salon.com	left	high	united states	https://mediabiasfactcheck.com/salon/
sltrib.com	salt lake tribune	https://www.sltrib.com	left-center	high	united states	https://mediabiasfactcheck.com/salt-lake-tribune/
expressnews.com	san antonio express	https://expressnews.com	left-center	high	united states	https://mediabiasfactcheck.com/san-antonio-express-news/
sbsun.com	san bernadino sun	https://www.sbsun.com	right-center	high	united states	https://mediabiasfactcheck.com/san-bernardino-sun/
sandiegofreepress.org	san diego free press	https://sandiegofreepress.org	left-center	high	united states	https://mediabiasfactcheck.com/san-diego-free-press/
sandiegoreader.com	san diego reader	https://www.sandiegoreader.com	left-center	high	united states	https://mediabiasfactcheck.com/san-diego-reader/
sandiegouniontribune.com	san diego union tribune	https://www.sandiegouniontribune.com	least biased	high	united states	https://mediabiasfactcheck.com/san-diego-union-tribune/
sfchronicle.com	san francisco chronicle	https://www.sfchronicle.com	left-center	high	united states	https://mediabiasfactcheck.com/san-francisco-chronicle/
sfexaminer.com	san francisco examiner	https://www.sfexaminer.com	left-center	high	united states	https://mediabiasfactcheck.com/san-francisco-examiner/
sfglobe.com	san francisco globe	https://sfglobe.com	left-center	mixed	united states	https://mediabiasfactcheck.com/san-francisco-globe/
mercurynews.com	san jose mercury news	https://www.mercurynews.com	left-center	high	united states	https://mediabiasfactcheck.com/san-jose-mercury-news/
sanluisobispo.com	san luis obispo tribune	https://sanluisobispo.com	left-center	high	united states	https://mediabiasfactcheck.com/san-luis-obispo-tribune/
sanmarcosrecord.com	san marcos daily record	https://www.sanmarcosrecord.com	least biased	high	united states	https://mediabiasfactcheck.com/san-marcos-daily-record/
sanctumnews.com	sanctum news	https://sanctumnews.com	satire		canada	https://mediabiasfactcheck.com/sanctum-news/
sanevax.org	sanevax	https://sanevax.org	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/sanevax/
independent.com	santa barbara independent	https://www.independent.com	left-center	high	united states	https://mediabiasfactcheck.com/santa-barbara-independent/
santamariatimes.com	santa maria times	https://santamariatimes.com	least biased	high	united states	https://mediabiasfactcheck.com/santa-maria-times/
smobserved.com	santa monica observer	https://www.smobserved.com	questionable sources	low	united states	https://mediabiasfactcheck.com/santa-monica-observer/
sapiens.org	sapiens	https://sapiens.org	left-center	high	united states	https://mediabiasfactcheck.com/sapiens/
heraldtribune.com	sarasota herald-tribune	https://www.heraldtribune.com	least biased	high	united states	https://mediabiasfactcheck.com/sarasota-herald-tribune/
thestarphoenix.com	saskatoon starphoenix	https://thestarphoenix.com	right-center	high	united states	https://mediabiasfactcheck.com/saskatoon-starphoenix/
satiratribune.com	satira tribune	https://www.satiratribune.com	satire		united states	https://mediabiasfactcheck.com/satira-tribune/
satirev.org	satire v	https://www.satirev.org	satire			https://mediabiasfactcheck.com/satire-v/
saudigazette.com.sa	saudi gazette	https://saudigazette.com.sa	left-center	mixed	saudi arabia	https://mediabiasfactcheck.com/saudi-gazette/
savannahnow.com	savannah morning news	https://savannahnow.com	right-center	high	united states	https://mediabiasfactcheck.com/savannah-morning-news/
savejersey.com	save jersey	https://savejersey.com	right	high	united states	https://mediabiasfactcheck.com/save-jersey/
sayfiereview.com	sayfie review	https://www.sayfiereview.com	least biased	high	united states	https://mediabiasfactcheck.com/sayfie-review/
scarymommy.com	scary mommy	https://www.scarymommy.com	left	high	united states	https://mediabiasfactcheck.com/scary-mommy/
schmedium.org	schmedium	https://schmedium.org	satire			https://mediabiasfactcheck.com/schmedium/
scicentral.com	scicentral	https://www.scicentral.com	pro-science	high		https://mediabiasfactcheck.com/scicentral/
sciencebasedmedicine.org	science based medicine	https://www.sciencebasedmedicine.org	pro-science	very high	united states	https://mediabiasfactcheck.com/science-based-medicine/
scienceblogs.com	science blogs	https://scienceblogs.com	pro-science	high	united states	https://mediabiasfactcheck.com/scienceblogs/
sciencedaily.com	science daily	https://www.sciencedaily.com	pro-science	very high	united states	https://mediabiasfactcheck.com/science-daily/
sciencedebate.org	science debate	https://sciencedebate.org	least biased	very high		https://mediabiasfactcheck.com/science-debate/
sciencefactz.com	science factz	https://sciencefactz.com	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/science-factz/
sciencefeedback.co	science feedback	https://sciencefeedback.co	pro-science	very high	france	https://mediabiasfactcheck.com/science-feedback/
sciencehistory.org	science history institute	https://www.sciencehistory.org	pro-science	high	united states	https://mediabiasfactcheck.com/science-history-institute/
scienceillustrated.com.au	science illustrated	https://scienceillustrated.com.au	pro-science	very high		https://mediabiasfactcheck.com/science-illustrated/
sciencemag.org	science magazine	https://www.sciencemag.org	pro-science	very high	united states	https://mediabiasfactcheck.com/science-magazine/
sciencemediacentre.org	science media centre	https://www.sciencemediacentre.org	pro-science	high	united kingdom	https://mediabiasfactcheck.com/science-media-centre/
sciencenews.org	science news	https://www.sciencenews.org	pro-science	high		https://mediabiasfactcheck.com/science-news/
sciencetrends.com	science trends	https://sciencetrends.com	pro-science	high		https://mediabiasfactcheck.com/science-trends/
sciencevibe.com	science vibe	https://sciencevibe.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/science-vibe/
sciencealert.com	sciencealert	https://www.sciencealert.com	pro-science	high	australia	https://mediabiasfactcheck.com/sciencealert/
sciencing.com	sciencing	https://sciencing.com	left-center	high	united states	https://mediabiasfactcheck.com/sciencing/
scientificamerican.com	scientific american	https://www.scientificamerican.com	pro-science	high	united states	https://mediabiasfactcheck.com/scientific-american/
scoopnest.com	scoopnest	https://www.scoopnest.com	least biased	high		https://mediabiasfactcheck.com/scoopnest/
scoopwhoop.com	scoopwhoop	https://www.scoopwhoop.com	left-center	high		https://mediabiasfactcheck.com/scoopwhoop/
scoperatings.com	scope ratings	https://scoperatings.com	right-center	mostly factual	germany	https://mediabiasfactcheck.com/scope-ratings/
scorchedearthnews.com	scorched earth news	https://scorchedearthnews.com	satire			https://mediabiasfactcheck.com/scorched-earth-news/
scotusblog.com	scotusblog	https://www.scotusblog.com	least biased	high	united states	https://mediabiasfactcheck.com/scotusblog/
scripps.ucsd.edu	scripps institution of oceanography	https://scripps.ucsd.edu	pro-science	very high	united states	https://mediabiasfactcheck.com/scripps-institution-oceanography/
scroll.in	scroll.in	https://scroll.in	left-center	high		https://mediabiasfactcheck.com/scroll-in/
seattlepi.com	seattle post-intelligencer	https://www.seattlepi.com	left-center	high	united states	https://mediabiasfactcheck.com/seattle-post-intelligencer/
seattletimes.com	seattle times	https://www.seattletimes.com	left-center	high	united states	https://mediabiasfactcheck.com/seattle-times/
secondnexus.com	second nexus	https://secondnexus.com	left-center	mostly factual	united states	https://mediabiasfactcheck.com/second-nexus/
secretsofthefed.com/	secrets of the fed	https://secretsofthefed.com/	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/secrets-of-the-fed/
secureamericanow.org	secure america now	https://www.secureamericanow.org	right	mixed	united states	https://mediabiasfactcheck.com/secure-america-now/
seeker.com	seeker daily	https://www.seeker.com	pro-science	high		https://mediabiasfactcheck.com/seeker-daily/
sentencingproject.org	sentencing project	https://www.sentencingproject.org	left-center	high		https://mediabiasfactcheck.com/sentencing-project/
sentinelksmo.org	sentinel ksmo	https://sentinelksmo.org	right	mixed	united states	https://mediabiasfactcheck.com/sentinel-ksmo/
sfgate.com	sfgate	https://www.sfgate.com	left-center	high	united states	https://mediabiasfactcheck.com/sfgate/
sgtreport.com	sgt report	https://www.sgtreport.com	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/sgt-report/
shadowproof.com	shadow proof	https://shadowproof.com	left	high		https://mediabiasfactcheck.com/shadow-proof/
shafaaq.com	shafaq news	https://shafaaq.com	questionable sources	mixed	iraq	https://mediabiasfactcheck.com/shafaq-news/
shameproject.com	shame project	https://shameproject.com	left-center	high		https://mediabiasfactcheck.com/shame-project/
shareably.net	shareably	https://www.shareably.net	least biased	high		https://mediabiasfactcheck.com/shareably/
shareblue.com	shareblue	https://shareblue.com	left	mixed	united states	https://mediabiasfactcheck.com/shareblue/
sharednewsreport.com	shared news report	https://sharednewsreport.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/shared-news-report/
shariawatch.org.uk	sharia watch uk	https://shariawatch.org.uk	questionable sources	very low		https://mediabiasfactcheck.com/sharia-watch-uk/
sheepkillers.com	sheep killers	https://www.sheepkillers.com	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/sheep-killers/
